Seed,Low error rate,Magnitude of change,Noise level,Stable concept duration,Duration of change,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
4,0.2,0.05,0.1,500,0,0,1,10,1.0,0.09090909090909091,0.09090909090909091,0.16666666666666669,342.0,0.0,0.09088430428065072,11,1
4,0.2,0.05,0.1,500,1000,2,0,4,0.0,0.0,0.0,0.0,,0.18176860856130145,0.18176860856130145,4,2
4,0.2,0.05,0.1,100000,0,281,3,8,0.01056338028169014,0.2727272727272727,0.2727272727272727,0.020338983050847456,229.0,0.1277270985539565,0.12909073305809127,11,284
4,0.2,0.05,0.1,100000,1000,265,0,10,0.0,0.0,0.0,0.0,,0.12045438119857109,0.12045438119857109,10,265
4,0.2,0.3,0.0,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,47.0,0.0,0.9999090991728026,11,11
4,0.2,0.3,0.0,500,1000,5,1,3,0.16666666666666666,0.25,0.25,0.2,395.0,0.4545041359876375,0.545404963185165,4,6
4,0.2,0.3,0.0,100000,0,681,11,1,0.015895953757225433,0.9166666666666666,0.9090909090909091,0.03125,34.7,0.3095453138430392,0.3145453115703129,11,692
4,0.2,0.3,0.0,100000,1000,652,7,4,0.010622154779969651,0.6363636363636364,0.6,0.020895522388059702,384.0,0.2963635016529538,0.29954531838849163,10,659
4,0.2,0.3,0.1,500,0,0,12,1,1.0,0.9230769230769231,0.9090909090909091,0.9600000000000001,40.2,0.0,1.0906116513678088,11,12
4,0.2,0.3,0.1,500,1000,5,1,3,0.16666666666666666,0.25,0.25,0.2,497.0,0.4544215214032537,0.5453058256839044,4,6
4,0.2,0.3,0.1,100000,0,668,11,1,0.016200294550810016,0.9166666666666666,0.9090909090909091,0.031837916063675836,23.5,0.30363594958734147,0.30863594276916895,11,679
4,0.2,0.3,0.1,100000,1000,632,4,7,0.006289308176100629,0.36363636363636365,0.3,0.012364760432766617,355.3333333333333,0.28727233553772424,0.2890905148765706,10,636
5,0.01,0.05,0.0,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
5,0.01,0.05,0.0,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
5,0.01,0.05,0.0,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
5,0.01,0.05,0.0,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
5,0.01,0.05,0.1,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
5,0.01,0.05,0.1,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
5,0.01,0.05,0.1,100000,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
5,0.01,0.05,0.1,100000,1000,0,0,10,0.0,0.0,0.0,0.0,,0.0,0.0,10,0
5,0.01,0.3,0.0,500,0,0,10,2,1.0,0.8333333333333334,0.8181818181818182,0.9090909090909091,132.44444444444446,0.0,0.909008271975275,11,10
5,0.01,0.3,0.0,500,1000,4,0,4,0.0,0.0,0.0,0.0,,0.36360330879011,0.36360330879011,4,4
5,0.01,0.3,0.0,100000,0,388,11,1,0.02756892230576441,0.9166666666666666,0.9090909090909091,0.05352798053527981,134.3,0.17636355619838354,0.1813635539256573,11,399
5,0.01,0.3,0.0,100000,1000,370,0,10,0.0,0.0,0.0,0.0,,0.16818174173557193,0.16818174173557193,10,370
5,0.01,0.3,0.1,500,0,0,10,1,1.0,0.9090909090909091,0.9090909090909091,0.9523809523809523,117.7,0.0,0.9088430428065074,11,10
5,0.01,0.3,0.1,500,1000,5,0,4,0.0,0.0,0.0,0.0,,0.4544215214032537,0.4544215214032537,4,5
5,0.01,0.3,0.1,100000,0,382,10,1,0.025510204081632654,0.9090909090909091,0.9090909090909091,0.04962779156327543,158.0,0.17363612685982702,0.1781815752069429,11,392
5,0.01,0.3,0.1,100000,1000,364,0,10,0.0,0.0,0.0,0.0,,0.1654543198350184,0.1654543198350184,10,364
5,0.2,0.05,0.0,500,0,0,0,11,0.0,0.0,0.0,0.0,,0.0,0.0,11,0
5,0.2,0.05,0.0,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
5,0.2,0.05,0.0,100000,0,277,5,6,0.01773049645390071,0.45454545454545453,0.45454545454545453,0.034129692832764506,220.2,0.12590903367771197,0.12818175991738187,11,282
5,0.2,0.05,0.0,100000,1000,249,0,10,0.0,0.0,0.0,0.0,,0.11318176673556057,0.11318176673556057,10,249
5,0.2,0.05,0.1,500,0,1,0,11,0.0,0.0,0.0,0.0,,0.09088430428065072,0.09088430428065072,11,1
5,0.2,0.05,0.1,500,1000,0,0,4,0.0,0.0,0.0,0.0,,0.0,0.0,4,0
5,0.2,0.05,0.1,100000,0,304,3,8,0.009771986970684038,0.2727272727272727,0.2727272727272727,0.018867924528301886,153.66666666666666,0.13818162975232307,0.13954526425645783,11,307
5,0.2,0.05,0.1,100000,1000,277,1,9,0.0035971223021582736,0.1,0.1,0.006944444444444445,52.0,0.12590891921511016,0.12636346404982177,10,278
5,0.2,0.3,0.0,500,0,0,10,1,1.0,0.9090909090909091,0.9090909090909091,0.9523809523809523,36.6,0.0,0.909008271975275,11,10
5,0.2,0.3,0.0,500,1000,6,3,1,0.3333333333333333,0.75,0.75,0.46153846153846156,392.6666666666667,0.545404963185165,0.8181074447777476,4,9
5,0.2,0.3,0.0,100000,0,706,12,1,0.016713091922005572,0.9230769230769231,0.9090909090909091,0.03283173734610123,39.1,0.3209089450413886,0.32636348801659637,11,718
5,0.2,0.3,0.0,100000,1000,649,8,2,0.0121765601217656,0.8,0.8,0.0239880059970015,324.625,0.29499986590915184,0.2986362278926237,10,657
5,0.2,0.3,0.1,500,0,0,11,1,1.0,0.9166666666666666,0.9090909090909091,0.9565217391304348,37.5,0.0,0.999727347087158,11,11
5,0.2,0.3,0.1,500,1000,4,3,1,0.42857142857142855,0.75,0.75,0.5454545454545454,336.3333333333333,0.3635372171226029,0.636190129964555,4,7
5,0.2,0.3,0.1,100000,0,639,10,1,0.015408320493066256,0.9090909090909091,0.9090909090909091,0.030303030303030304,34.9,0.2904541493807054,0.2949995977278213,11,649
5,0.2,0.3,0.1,100000,1000,597,7,4,0.011589403973509934,0.6363636363636364,0.6,0.022764227642276424,327.1666666666667,0.27136326632281865,0.2745450801657998,10,604
